,Unnamed: 0,title,price,availability,price_category
785,785,Every Heart a Doorway (Every Heart A Doorway #1),23.21,In stock,Standard
786,786,A Feast for Crows (A Song of Ice and Fire #4),34.79,In stock,Standard
787,787,Settling the Score (The Summer Games #1),36.52,In stock,Standard
788,788,A Short History of Nearly Everything,18.03,In stock,Budget
789,789,The Psychopath Test: A Journey Through the Madness Industry,29.17,In stock,Standard
790,790,Frostbite (Vampire Academy #2),22.13,In stock,Standard
791,791,Logan Kade (Fallen Crest High #5.5),38.13,In stock,Standard
792,792,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),53.49,In stock,Premium
793,793,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",39.24,In stock,Standard
794,794,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",58.09,In stock,Premium
795,795,Naked,56.43,In stock,Premium
796,796,Beowulf,21.57,In stock,Standard
797,797,8 Keys to Mental Health Through Exercise,52.33,In stock,Premium
798,798,Luckiest Girl Alive,12.08,In stock,Budget
799,799,Code Name Verity (Code Name Verity #1),20.5,In stock,Standard
800,800,All the Light We Cannot See,28.26,In stock,Standard
801,801,Legend (Legend #1),27.62,In stock,Standard
802,802,The False Prince (The Ascendance Trilogy #1),38.89,In stock,Standard
803,803,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",10.23,In stock,Budget
804,804,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",41.82,In stock,Standard
805,805,A Study in Scarlet (Sherlock Holmes #1),17.49,In stock,Budget
806,806,Without Shame,50.35,In stock,Premium
807,807,The Joy of Cooking,36.39,In stock,Standard
808,808,A Gathering of Shadows (Shades of Magic #2),38.38,In stock,Standard
809,809,Kill the Boy Band,34.77,In stock,Standard
810,810,The Cuckoo's Calling (Cormoran Strike #1),54.86,In stock,Premium
811,811,A Flight of Arrows (The Pathfinders #2),28.09,In stock,Standard
812,812,Vogue Colors A to Z: A Fashion Coloring Book,42.91,In stock,Standard
813,813,Every Last Word,39.67,In stock,Standard
814,814,"We Love You, Charlie Freeman",56.41,In stock,Premium
815,815,"Fruits Basket, Vol. 1 (Fruits Basket #1)",24.96,In stock,Standard
816,816,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",46.85,In stock,Standard
817,817,The Time Keeper,38.2,In stock,Standard
818,818,"Exit, Pursued by a Bear",49.03,In stock,Standard
819,819,The Expatriates,52.87,In stock,Premium
820,820,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",36.0,In stock,Standard
821,821,Listen to Me (Fusion #1),46.96,In stock,Standard
822,822,If I Gave You God's Phone Number....: Searching for Spirituality in America,58.05,In stock,Premium
823,823,The Republic,37.46,In stock,Standard
824,824,The Travelers,32.74,In stock,Standard
825,825,Dark Lover (Black Dagger Brotherhood #1),10.27,In stock,Budget
826,826,Born for This: How to Find the Work You Were Meant to Do,47.72,In stock,Standard
827,827,The Alien Club,10.69,In stock,Budget
828,828,Libertarianism for Beginners,45.17,In stock,Standard
829,829,Tuesday Nights in 1980,14.07,In stock,Budget
830,830,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,52.37,In stock,Premium
831,831,"Mother, Can You Not?",39.5,In stock,Standard
832,832,City of Ashes (The Mortal Instruments #2),12.34,In stock,Budget
833,833,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,46.42,In stock,Standard
834,834,A Summer In Europe,20.91,In stock,Standard
835,835,The Widow,35.07,In stock,Standard
836,836,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,28.13,In stock,Standard
837,837,The Selfish Gene,53.82,In stock,Premium
838,838,Hystopia: A Novel,48.39,In stock,Standard
839,839,Vampire Girl (Vampire Girl #1),43.7,In stock,Standard
840,840,Harry Potter and the Order of the Phoenix (Harry Potter #5),15.08,In stock,Budget
841,841,Drama,30.6,In stock,Standard
842,842,Drama,49.98,In stock,Standard
843,843,A Study in Scarlet (Sherlock Holmes #1),14.75,In stock,Budget
844,844,Cell,15.52,In stock,Budget
845,845,The Dinner Party,16.24,In stock,Budget
846,846,The Secret (The Secret #1),29.69,In stock,Standard
847,847,Delivering the Truth (Quaker Midwife Mystery #1),47.22,In stock,Standard
848,848,The Lucifer Effect: Understanding How Good People Turn Evil,46.47,In stock,Standard
849,849,Wuthering Heights,24.55,In stock,Standard
850,850,The Power Greens Cookbook: 140 Delicious Superfood Recipes,45.51,In stock,Standard
851,851,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,15.77,In stock,Budget
852,852,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),49.53,In stock,Standard
853,853,The Exiled,42.8,In stock,Standard
854,854,Extreme Prey (Lucas Davenport #26),42.4,In stock,Standard
855,855,The Golden Compass (His Dark Materials #1),11.82,In stock,Budget
856,856,The Light of the Fireflies,19.69,In stock,Budget
857,857,The New Guy (and Other Senior Year Distractions),34.79,In stock,Standard
858,858,The Bane Chronicles (The Bane Chronicles #1-11),53.98,In stock,Premium
859,859,Kitchens of the Great Midwest,22.85,In stock,Standard
860,860,Doing It Over (Most Likely To #1),50.54,In stock,Premium
861,861,Without Shame,17.28,In stock,Budget
862,862,Inferno (Robert Langdon #4),43.27,In stock,Standard
863,863,The Da Vinci Code (Robert Langdon #2),10.79,In stock,Budget
864,864,Little Women (Little Women #1),20.02,In stock,Standard
865,865,"Shobu Samurai, Project Aryoku (#3)",23.57,In stock,Standard
866,866,Beyond Good and Evil,57.2,In stock,Premium
867,867,The Art Book,54.04,In stock,Premium
868,868,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,54.11,In stock,Premium
869,869,Psycho: Sanitarium (Psycho #1.5),51.99,In stock,Premium
870,870,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",55.55,In stock,Premium
871,871,Good in Bed (Cannie Shapiro #1),34.2,In stock,Standard
872,872,In Her Wake,52.22,In stock,Premium
873,873,Critique of Pure Reason,38.38,In stock,Standard
874,874,The Lucifer Effect: Understanding How Good People Turn Evil,12.51,In stock,Budget
875,875,Between Shades of Gray,10.62,In stock,Budget
876,876,The Passion of Dolssa,32.34,In stock,Standard
877,877,One with You (Crossfire #5),45.21,In stock,Standard
878,878,The Book of Basketball: The NBA According to The Sports Guy,44.05,In stock,Standard
879,879,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,35.61,In stock,Standard
880,880,Throne of Glass (Throne of Glass #1),28.09,In stock,Standard
881,881,Lost Among the Living,47.11,In stock,Standard
882,882,Dress Your Family in Corduroy and Denim,25.91,In stock,Standard
883,883,Naked,24.61,In stock,Standard
884,884,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",52.37,In stock,Premium
885,885,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",12.34,In stock,Budget
886,886,Settling the Score (The Summer Games #1),34.56,In stock,Standard
887,887,Between Shades of Gray,43.63,In stock,Standard
888,888,Fool Me Once,57.84,In stock,Premium
889,889,The Complete Maus (Maus #1-2),52.25,In stock,Premium
890,890,Wildlife of New York: A Five-Borough Coloring Book,55.65,In stock,Premium
891,891,Good in Bed (Cannie Shapiro #1),26.79,In stock,Standard
892,892,The Shadow Hero (The Shadow Hero),50.54,In stock,Premium
893,893,A Murder in Time,10.97,In stock,Budget
894,894,The Book of Mormon,56.86,In stock,Premium
895,895,The Star-Touched Queen,36.58,In stock,Standard
896,896,Smarter Faster Better: The Secrets of Being Productive in Life and Business,41.56,In stock,Standard
897,897,Me Talk Pretty One Day,53.51,In stock,Premium
898,898,Night Sky with Exit Wounds,38.28,In stock,Standard
899,899,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",43.62,In stock,Standard
900,900,Something Borrowed (Darcy & Rachel #1),21.14,In stock,Standard
901,901,Is Everyone Hanging Out Without Me? (And Other Concerns),41.32,In stock,Standard
902,902,Travels with Charley: In Search of America,28.34,In stock,Standard
903,903,The Mistake (Off-Campus #2),43.54,In stock,Standard
904,904,Stiff: The Curious Lives of Human Cadavers,17.73,In stock,Budget
905,905,"Fruits Basket, Vol. 6 (Fruits Basket #6)",10.56,In stock,Budget
906,906,Toddlers Are A**holes: It's Not Your Fault,56.59,In stock,Premium
907,907,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,45.17,In stock,Standard
908,908,How to Be Miserable: 40 Strategies You Already Use,44.28,In stock,Standard
909,909,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",21.15,In stock,Standard
910,910,Until Friday Night (The Field Party #1),49.05,In stock,Standard
911,911,"Shobu Samurai, Project Aryoku (#3)",55.85,In stock,Premium
912,912,The Art Forger,19.63,In stock,Budget
913,913,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,23.99,In stock,Standard
914,914,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,25.4,In stock,Standard
915,915,Outlander (Outlander #1),49.03,In stock,Standard
916,916,Equal Is Unfair: America's Misguided Fight Against Income Inequality,20.12,In stock,Standard
917,917,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",42.96,In stock,Standard
918,918,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,21.57,In stock,Standard
919,919,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",44.97,In stock,Standard
920,920,Glory over Everything: Beyond The Kitchen House,44.07,In stock,Standard
921,921,Jane Eyre,34.56,In stock,Standard
922,922,Eleanor & Park,32.3,In stock,Standard
923,923,The Metamorphosis,14.39,In stock,Budget
924,924,11/22/63,22.13,In stock,Standard
925,925,A Mother's Reckoning: Living in the Aftermath of Tragedy,52.67,In stock,Premium
926,926,The Fault in Our Stars,33.17,In stock,Standard
927,927,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",58.11,In stock,Premium
928,928,The Art of War,36.58,In stock,Standard
929,929,The Long Haul (Diary of a Wimpy Kid #9),15.38,In stock,Budget
930,930,"Fruits Basket, Vol. 1 (Fruits Basket #1)",39.39,In stock,Standard
931,931,Join,55.85,In stock,Premium
932,932,Two Summers,10.02,In stock,Budget
933,933,The Case for Christ (Cases for Christianity),10.92,In stock,Budget
934,934,Eclipse (Twilight #3),41.0,In stock,Standard
935,935,Fifty Shades Darker (Fifty Shades #2),45.58,In stock,Standard
936,936,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",42.38,In stock,Standard
937,937,Wild Swans,45.14,In stock,Standard
938,938,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",16.97,In stock,Budget
939,939,A Paris Apartment,16.24,In stock,Budget
940,940,The Mirror & the Maze (The Wrath and the Dawn #1.5),45.42,In stock,Standard
941,941,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,49.05,In stock,Standard
942,942,Shopaholic & Baby (Shopaholic #5),46.85,In stock,Standard
943,943,The Regional Office Is Under Attack!,29.65,In stock,Standard
944,944,The Star-Touched Queen,17.76,In stock,Budget
945,945,The Name of the Wind (The Kingkiller Chronicle #1),14.76,In stock,Budget
946,946,The Kite Runner,21.04,In stock,Standard
947,947,Finding God in the Ruins: How God Redeems Pain,58.54,In stock,Premium
948,948,The Communist Manifesto,26.13,In stock,Standard
949,949,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",38.92,In stock,Standard
950,950,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,28.26,In stock,Standard
951,951,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,20.02,In stock,Standard
952,952,The Sound Of Love,56.88,In stock,Premium
953,953,Eleanor & Park,59.9,In stock,Premium
954,954,Patience,44.18,In stock,Standard
955,955,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",14.27,In stock,Budget
956,956,The Children,56.59,In stock,Premium
957,957,Greek Mythic History,28.77,In stock,Standard
958,958,Lola and the Boy Next Door (Anna and the French Kiss #2),34.5,In stock,Standard
959,959,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,41.67,In stock,Standard
960,960,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",22.0,In stock,Standard
961,961,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",45.22,In stock,Standard
962,962,The Hunger Games (The Hunger Games #1),44.34,In stock,Standard
963,963,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",52.94,In stock,Premium
964,964,Miller's Valley,22.54,In stock,Standard
965,965,Old School (Diary of a Wimpy Kid #10),19.6,In stock,Budget
966,966,Once Was a Time,55.06,In stock,Premium
967,967,Maude (1883-1993):She Grew Up with the country,56.5,In stock,Premium
968,968,The Long Haul (Diary of a Wimpy Kid #9),36.89,In stock,Standard
969,969,Man's Search for Meaning,21.0,In stock,Standard
970,970,Awkward,29.45,In stock,Standard
971,971,Meternity,39.67,In stock,Standard
972,972,Life of Pi,37.55,In stock,Standard
973,973,Vampire Girl (Vampire Girl #1),28.54,In stock,Standard
974,974,Twenty Love Poems and a Song of Despair,39.13,In stock,Standard
975,975,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",15.06,In stock,Budget
976,976,One with You (Crossfire #5),52.62,In stock,Premium
977,977,The Girl on the Train,31.77,In stock,Standard
978,978,Throne of Glass (Throne of Glass #1),43.61,In stock,Standard
979,979,The Course of Love,32.74,In stock,Standard
980,980,Between the World and Me,43.27,In stock,Standard
981,981,Most Wanted,44.48,In stock,Standard
982,982,Annie on My Mind,28.85,In stock,Standard
983,983,"Paper Girls, Vol. 1 (Paper Girls #1-5)",12.29,In stock,Budget
984,984,The Girl Who Played with Fire (Millennium Trilogy #2),34.98,In stock,Standard
985,985,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,46.91,In stock,Standard
986,986,The Fault in Our Stars,55.91,In stock,Premium
987,987,The Vacationers,35.67,In stock,Standard
988,988,Legend (Legend #1),32.74,In stock,Standard
989,989,Eligible (The Austen Project #4),16.68,In stock,Budget
990,990,Blood Defense (Samantha Brinkman #1),14.76,In stock,Budget
991,991,Harry Potter and the Half-Blood Prince (Harry Potter #6),14.82,In stock,Budget
992,992,I've Got Your Number,23.21,In stock,Standard
993,993,The Exiled,50.49,In stock,Premium
994,994,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,35.01,In stock,Standard
995,995,The Infinities,53.68,In stock,Premium
996,996,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,52.79,In stock,Premium
997,997,Charity's Cross (Charles Towne Belles #4),16.97,In stock,Budget
998,998,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,55.51,In stock,Premium
999,999,Under the Tuscan Sun,11.68,In stock,Budget
1000,1000,The Husband's Secret,28.41,In stock,Standard
1001,1001,Don't Get Caught,11.21,In stock,Budget
1002,1002,The Long Haul (Diary of a Wimpy Kid #9),25.38,In stock,Standard
1003,1003,My Mother Was Nuts,58.81,In stock,Premium
1004,1004,Fellside,25.15,In stock,Standard
1005,1005,The Long Haul (Diary of a Wimpy Kid #9),37.8,In stock,Standard
1006,1006,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",22.85,In stock,Standard
1007,1007,Kitchens of the Great Midwest,14.4,In stock,Budget
1008,1008,"Shobu Samurai, Project Aryoku (#3)",49.43,In stock,Standard
1009,1009,Eureka Trivia 6.0,37.92,In stock,Standard
1010,1010,Beyond Good and Evil,32.93,In stock,Standard
1011,1011,My Perfect Mistake (Over the Top #1),58.75,In stock,Premium
1012,1012,"Skip Beat!, Vol. 01 (Skip Beat! #1)",34.0,In stock,Standard
1013,1013,Someone Like You (The Harrisons #2),14.58,In stock,Budget
1014,1014,Modern Day Fables,47.13,In stock,Standard
1015,1015,Candide,50.96,In stock,Premium
1016,1016,The Book Thief,26.78,In stock,Standard
1017,1017,A Year in Provence (Provence #1),42.14,In stock,Standard
1018,1018,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",45.07,In stock,Standard
1019,1019,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",28.13,In stock,Standard
1020,1020,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),45.43,In stock,Standard
1021,1021,The Raven Boys (The Raven Cycle #1),52.79,In stock,Premium
1022,1022,The Mirror & the Maze (The Wrath and the Dawn #1.5),47.8,In stock,Standard
1023,1023,The Guilty (Will Robie #4),14.39,In stock,Budget
1024,1024,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",56.41,In stock,Premium
1025,1025,"Black Butler, Vol. 1 (Black Butler #1)",58.09,In stock,Premium
1026,1026,The Song of Achilles,28.25,In stock,Standard
1027,1027,"Exit, Pursued by a Bear",59.9,In stock,Premium
1028,1028,"Fruits Basket, Vol. 4 (Fruits Basket #4)",49.98,In stock,Standard
1029,1029,The Girl You Left Behind (The Girl You Left Behind #1),15.48,In stock,Budget
1030,1030,Playing with Fire,20.47,In stock,Standard
1031,1031,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),52.51,In stock,Premium
1032,1032,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),18.02,In stock,Budget
1033,1033,In Cold Blood,51.22,In stock,Premium
1034,1034,Doctor Sleep (The Shining #2),11.83,In stock,Budget
1035,1035,"Run, Spot, Run: The Ethics of Keeping Pets",11.64,In stock,Budget
1036,1036,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),48.64,In stock,Standard
1037,1037,The Lucifer Effect: Understanding How Good People Turn Evil,48.78,In stock,Standard
1038,1038,A Murder in Time,51.99,In stock,Premium
1039,1039,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",43.87,In stock,Standard
1040,1040,A People's History of the United States,18.97,In stock,Budget
1041,1041,The Kite Runner,37.33,In stock,Standard
1042,1042,"Hush, Hush (Hush, Hush #1)",52.79,In stock,Premium
1043,1043,Green Eggs and Ham (Beginner Books B-16),11.75,In stock,Budget
1044,1044,Wild: From Lost to Found on the Pacific Crest Trail,52.87,In stock,Premium
1045,1045,When You Are Engulfed in Flames,45.51,In stock,Standard
1046,1046,Nightstruck: A Novel,33.95,In stock,Standard
1047,1047,Cometh the Hour (The Clifton Chronicles #6),59.48,In stock,Premium
1048,1048,Harry Potter and the Order of the Phoenix (Harry Potter #5),56.88,In stock,Premium
1049,1049,Keep Me Posted,20.5,In stock,Standard
1050,1050,Cinder (The Lunar Chronicles #1),19.18,In stock,Budget
1051,1051,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,54.23,In stock,Premium
1052,1052,The Art Book,48.39,In stock,Standard
1053,1053,The Obsession,10.79,In stock,Budget
1054,1054,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,55.99,In stock,Premium
1055,1055,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,42.98,In stock,Standard
1056,1056,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,49.43,In stock,Standard
1057,1057,The Four Agreements: A Practical Guide to Personal Freedom,16.28,In stock,Budget
1058,1058,Three-Martini Lunch,36.91,In stock,Standard
1059,1059,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",53.51,In stock,Premium
1060,1060,The Giver (The Giver Quartet #1),35.63,In stock,Standard
1061,1061,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),28.8,In stock,Standard
1062,1062,Let It Out: A Journey Through Journaling,43.55,In stock,Standard
1063,1063,Give It Back,21.15,In stock,Standard
1064,1064,The Year of Magical Thinking,16.73,In stock,Budget
1065,1065,Unicorn Tracks,43.29,In stock,Standard
1066,1066,Disrupted: My Misadventure in the Start-Up Bubble,48.71,In stock,Standard
1067,1067,Cell,56.27,In stock,Premium
1068,1068,The Hound of the Baskervilles (Sherlock Holmes #5),53.63,In stock,Premium
1069,1069,Leave This Song Behind: Teen Poetry at Its Best,41.56,In stock,Standard
1070,1070,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",21.8,In stock,Standard
1071,1071,Once Was a Time,28.77,In stock,Standard
1072,1072,Algorithms to Live By: The Computer Science of Human Decisions,51.33,In stock,Premium
1073,1073,Evicted: Poverty and Profit in the American City,14.54,In stock,Budget
1074,1074,Barefoot Contessa Back to Basics,27.06,In stock,Standard
1075,1075,Do Androids Dream of Electric Sheep? (Blade Runner #1),24.73,In stock,Standard
1076,1076,Something More Than This,49.46,In stock,Standard
1077,1077,If I Run (If I Run #1),56.7,In stock,Premium
1078,1078,Until Friday Night (The Field Party #1),44.14,In stock,Standard
1079,1079,Maybe Something Beautiful: How Art Transformed a Neighborhood,15.52,In stock,Budget
1080,1080,The Book of Mormon,36.05,In stock,Standard
1081,1081,Join,14.27,In stock,Budget
1082,1082,Unicorn Tracks,34.53,In stock,Standard
1083,1083,Something More Than This,45.58,In stock,Standard
1084,1084,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,49.05,In stock,Standard
1085,1085,The Alien Club,29.87,In stock,Standard
1086,1086,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",29.64,In stock,Standard
1087,1087,Silence in the Dark (Logan Point #4),11.89,In stock,Budget
1088,1088,"Unstuffed: Decluttering Your Home, Mind, and Soul",28.88,In stock,Standard
1089,1089,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,29.87,In stock,Standard
1090,1090,Needful Things,21.94,In stock,Standard
1091,1091,The Whale,20.46,In stock,Standard
1092,1092,Daredevils,38.89,In stock,Standard
1093,1093,Louisa: The Extraordinary Life of Mrs. Adams,36.58,In stock,Standard
1094,1094,The Undomestic Goddess,38.95,In stock,Standard
1095,1095,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,28.09,In stock,Standard
1096,1096,Life Without a Recipe,41.14,In stock,Standard
1097,1097,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,28.41,In stock,Standard
1098,1098,Rook,18.46,In stock,Budget
1099,1099,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,16.24,In stock,Budget
1100,1100,Drama,13.2,In stock,Budget
1101,1101,Burning,28.81,In stock,Standard
1102,1102,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",23.21,In stock,Standard
1103,1103,The Secret of Dreadwillow Carse,37.92,In stock,Standard
1104,1104,When Breath Becomes Air,39.24,In stock,Standard
1105,1105,While You Were Mine,12.91,In stock,Budget
1106,1106,Thirst,21.96,In stock,Standard
1107,1107,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",40.85,In stock,Standard
1108,1108,Raymie Nightingale,58.05,In stock,Premium
1109,1109,Pet Sematary,42.27,In stock,Standard
1110,1110,Beowulf,20.89,In stock,Standard
1111,1111,Gone with the Wind,12.08,In stock,Budget
1112,1112,The Shining (The Shining #1),20.91,In stock,Standard
1113,1113,Paper and Fire (The Great Library #2),15.79,In stock,Budget
1114,1114,Playing with Fire,59.64,In stock,Premium
1115,1115,Harry Potter and the Half-Blood Prince (Harry Potter #6),25.98,In stock,Standard
1116,1116,Horrible Bear!,31.38,In stock,Standard
1117,1117,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,41.81,In stock,Standard
1118,1118,"Giant Days, Vol. 2 (Giant Days #5-8)",29.14,In stock,Standard
1119,1119,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,58.05,In stock,Premium
1120,1120,World War Z: An Oral History of the Zombie War,50.35,In stock,Premium
1121,1121,Modern Romance,16.85,In stock,Budget
1122,1122,A Shard of Ice (The Black Symphony Saga #1),34.2,In stock,Standard
1123,1123,Night (The Night Trilogy #1),26.66,In stock,Standard
1124,1124,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,14.39,In stock,Budget
1125,1125,Louisa: The Extraordinary Life of Mrs. Adams,28.26,In stock,Standard
1126,1126,Daredevils,52.3,In stock,Premium
1127,1127,The Guernsey Literary and Potato Peel Pie Society,26.58,In stock,Standard
1128,1128,Meternity,56.7,In stock,Premium
1129,1129,I Will Find You,49.32,In stock,Standard
1130,1130,Shopaholic & Baby (Shopaholic #5),26.09,In stock,Standard
1131,1131,Frostbite (Vampire Academy #2),37.6,In stock,Standard
1132,1132,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",20.5,In stock,Standard
1133,1133,The Da Vinci Code (Robert Langdon #2),34.98,In stock,Standard
1134,1134,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,13.86,In stock,Budget
1135,1135,The Kite Runner,36.58,In stock,Standard
1136,1136,Siddhartha,15.08,In stock,Budget
1137,1137,Kindle Paperwhite User's Guide,42.4,In stock,Standard
1138,1138,A New Earth: Awakening to Your Life's Purpose,10.27,In stock,Budget
1139,1139,We Are All Completely Beside Ourselves,49.98,In stock,Standard
1140,1140,It's Only the Himalayas,54.64,In stock,Premium
1141,1141,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,37.6,In stock,Standard
1142,1142,Zero History (Blue Ant #3),46.49,In stock,Standard
1143,1143,Batman: The Long Halloween (Batman),27.37,In stock,Standard
1144,1144,Love Is a Mix Tape (Music #1),11.53,In stock,Budget
1145,1145,Off the Hook (Fishing for Trouble #1),58.87,In stock,Premium
1146,1146,Sharp Objects,13.99,In stock,Budget
1147,1147,A Heartbreaking Work of Staggering Genius,37.35,In stock,Standard
1148,1148,Grey (Fifty Shades #4),54.07,In stock,Premium
1149,1149,The Third Wave: An Entrepreneurâs Vision of the Future,54.21,In stock,Premium
1150,1150,The Art of War,19.09,In stock,Budget
1151,1151,Lowriders to the Center of the Earth (Lowriders in Space #2),20.47,In stock,Standard
1152,1152,Some Women,58.54,In stock,Premium
1153,1153,Rising Strong,22.13,In stock,Standard
1154,1154,Bridget Jones's Diary (Bridget Jones #1),25.89,In stock,Standard
1155,1155,Where She Went (If I Stay #2),20.29,In stock,Standard
1156,1156,Team of Rivals: The Political Genius of Abraham Lincoln,46.64,In stock,Standard
1157,1157,Untitled Collection: Sabbath Poems 2014,36.89,In stock,Standard
1158,1158,Amid the Chaos,10.6,In stock,Budget
1159,1159,The Constant Princess (The Tudor Court #1),32.87,In stock,Standard
1160,1160,Heir to the Sky,19.27,In stock,Budget
1161,1161,Danganronpa Volume 1,57.31,In stock,Premium
1162,1162,Legend (Legend #1),24.91,In stock,Standard
1163,1163,"Mother, Can You Not?",13.33,In stock,Budget
1164,1164,Being Mortal: Medicine and What Matters in the End,13.76,In stock,Budget
1165,1165,A Heartbreaking Work of Staggering Genius,27.41,In stock,Standard
1166,1166,The Secret Garden,20.5,In stock,Standard
1167,1167,Luis Paints the World,52.87,In stock,Premium
1168,1168,"Lean In: Women, Work, and the Will to Lead",45.51,In stock,Standard
1169,1169,Grumbles,37.34,In stock,Standard
1170,1170,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",38.0,In stock,Standard
